CAM-186-236,Pellinore,Aliado,Vasallo,Héroe
23,Penélope,Aliado,Real,Héroe
HGR-035-100,Pequeña Capa Roja,Aliado,Ultra Real,Héroe
TR - 124/190 V,Pequeño Héroe,Aliado,Vasallo,Divinidad
DO-124-236,Perenelle Flamel,Aliado,Cortesano,Héroe
88,Pericles,Aliado,Cortesano,Héroe
OL-173-240,Peritoo,Aliado,Vasallo,Héroe
OL-057-240,Perseo,Aliado,Real,Héroe
IV - 42/240,Perseo,Aliado,Real,Héroe
SPK-64-71,Peter Pan,Aliado,Promocional,Héroe
AYD-111-200,Pia de Tolomei,Aliado,Cortesano,Héroe
90,Platón,Aliado,Cortesano,Héroe
25,Pólux,Aliado,Real,Héroe
AI-134-227,Pompeyo,Aliado,Vasallo,Héroe
EXP-047-146,Ponce de León,Aliado,Real,Héroe
AI-137-227,Popea Sabina,Aliado,Vasallo,Héroe
SOL-148-232,Porasy,Aliado,Vasallo,Heroe
VE - 126/180,Porasy,Aliado,Vasallo,Héroe
AI-132-227,Pretoriano,Aliado,Vasallo,Héroe
257,Pretoriano,Aliado,Vasallo,Héroe
IM - 120/238,Pridery,Aliado,Cortesano,Héroe
HGR2-52-60,Princesa de Plata,Aliado,Real,Héroe
HGR2-41-60,Princesa Generosa,Aliado,Real,Héroe
CS - 55/260,Princesa Yakami,Aliado,Real,Héroe
GJ - 14/236,Príncipe Olmeca,Aliado,Real,Héroe
PK - 3/6,Príncipe Olmeca,Aliado,Premium Foil,Héroe
CTP-11-30,Prisionero de Guerra,Aliado,Ultra Real,Héroe
99,Ptolomeo,Aliado,Cortesano,Héroe
DO-176-236,Pulcinela,Aliado,Vasallo,Héroe
TAS-151-200,Quitralpique,Aliado,Vasallo,Héroe
ESC-261-300,Rafael,Aliado,Vasallo,Héroe
DO-178-236,Rafael,Aliado,Vasallo,Héroe
VK - 97/220,Ragnar Lodbrok,Aliado,Cortesano,Héroe
MG-030-128,Ragnhild,Aliado,Real,Héroe
KEM-008-231,Ramsés Meriamón,Aliado,Ultra Real,Héroe
MG-106-128,Randver,Aliado,Vasallo,Héroe
HGR-025-100,Rapunzel,Aliado,Real,Héroe
BA - 14/260,Recaredo,Aliado,Real,Héroe
DN - 71/140,Reina Dihja,Aliado,Cortesano,Héroe
BA - 173/260,Respendial,Aliado,Vasallo,Héroe
TI2-31-60,Robin Hood,Aliado,Real,Héroe
PI - 115/240,Roger de Flor,Aliado,Cortesano,Héroe
TI2-01-60,Romeo,Aliado,Real,Héroe
AI-002-227,Rómulo y Remo,Aliado,Ultra Real,Héroe
BA - 172/260,Romulus Augustus,Aliado,Vasallo,Héroe
154,Sacerdotisa,Aliado,Vasallo,Héroe
ESC-037-300,Sadkó,Aliado,Cortesano,Héroe
DO-123-236,Sadkó,Aliado,Cortesano,Héroe
TEM-023-128,Saladino I,Aliado,Milenaria,Héroe
TEM-046-128,Saladino I,Aliado,Real,Héroe
DGO-143-200,Sarah Good,Aliado,Vasallo,Héroe
HGR2-16-60,Sastrecillo Valiente,Aliado,Real,Héroe
KEL-048-200,Scota,Aliado,Real,Héroe
VE - 67/180,Selk'Nam,Aliado,Cortesano,Héroe
KEM-183-231,Senusret I,Aliado,Vasallo,Héroe
KEM-061-231,Seti I,Aliado,Real,Héroe
KEM-186-231,Shoshenq I,Aliado,Vasallo,Héroe
AG-150-236,Sigfried Invencible,Aliado,Vasallo,Héroe
CMP 065-121,Signy,Aliado,Cortesano,Héroe
MG-031-128,Signy,Aliado,Real,Héroe
VK - 94/220,Sigrun,Aliado,Cortesano,Héroe
VK - 35/220,Sigurd,Aliado,Real,Héroe
DN - 1/140 UR,Simbad,Aliado,Ultra Real,Héroe
HGR-073-100,Simpleton,Aliado,Real,Héroe
91,Sísifo el Hechicero,Aliado,Cortesano,Héroe
HE - 44/175,Skalla-Grimm,Aliado,Real,Héroe
HE - 5/175 SP,Skalla-Grimm - SP,Aliado,Real SP,Héroe
VK - 171/220,Sköuld,Aliado,Vasallo,Héroe
MG-029-128,Snorri,Aliado,Real,Héroe
96,Sócrates,Aliado,Cortesano,Héroe
AG-085-236,Sól,Aliado,Cortesano,Héroe
AYD-156-200,Sordello,Aliado,Vasallo,Héroe
MG-032-128,Starkad,Aliado,Real,Héroe
CR-119,Starkodder,Aliado,Héroe,Remake
CID-148-215,Subh,Aliado,Vasallo,Héroe
MG-107-128,Svafrlami,Aliado,Vasallo,Héroe
AG-152-236,Sváva,Aliado,Vasallo,Héroe
CAM-063-236,Taliesin,Aliado,Real,Héroe
★ 63,Taliesin Ben Beirdd,Aliado,Mega Real,Héroe
OL-113-240,Telémaco,Aliado,Cortesano,Héroe
CRPB-65-72,Temístocles,Aliado,Reprint Helénica,
IV - 37/240,Temístocles,Aliado,Real,Héroe
ECO - 59/150,Temístocles,Aliado,Cortesano,Héroe
CO - 50/128,Temístocles,Aliado,Cortesano,Héroe
87,Temístocles,Aliado,Cortesano,Héroe
CID-102-215,Teodosio de Goñi,Aliado,Cortesano,Héroe
BA - 13/260,"Teodosio I, El Grande",Aliado,Real,Héroe
IM - 197/238,Teseo,Aliado,Vasallo,Héroe
16,Teseo,Aliado,Real,Héroe
OL-058-240,Teseo el Egeo,Aliado,Real,Héroe
KEM-131-231,Teti,Aliado,Cortesano,Héroe
AG-154-236,Thialfi,Aliado,Vasallo,Héroe
CR - 111/140,Thomas Cocklyn,Aliado,Vasallo,Héroe
AG-002-236,Thor el Poderoso,Aliado,Ultra Real,Héroe
DN - 28/140,Thraetaona,Aliado,Real,Héroe
VK - 167/220,Thrud,Aliado,Vasallo,Héroe
AG-084-236,Thrúd,Aliado,Cortesano,Héroe
HE - 95/175,Tiberio,Aliado,Cortesano,Héroe
ESC-262-300,Tizoc,Aliado,Vasallo,Héroe
SOL-147-232,Tízoc,Aliado,Vasallo,Heroe
CS - 209/260,Tokugawa Hidetada,Aliado,Vasallo,Héroe
VK - 168/220,Tornbjorg,Aliado,Vasallo,Héroe
ESC-090-300,Torquemada,Aliado,Milenaria,Héroe
AI-076-227,Trajano,Aliado,Cortesano,Héroe
IV - 189/240,Trasibulo,Aliado,Vasallo,Héroe
VE - 10/180,Tume Arandu,Aliado,Real,Héroe
ESC-047-300,Túpac Yupanqui,Aliado,Mega Real,Héroe
KEM-023-231,Tutmosis III,Aliado,Mega Real,Héroe
AG-026-236,Tyr el Manco,Aliado,Real,Héroe
15,Ulises,Aliado,Real,Héroe
BA - 96/260,Valens,Aliado,Cortesano,Héroe
EXP-091-146,Vasco da Gama,Aliado,Cortesano,Héroe
CID-101-215,Vellido Dolfos,Aliado,Cortesano,Héroe
BA - 176/260,Vengador,Aliado,Vasallo,Héroe
AI-131-227,Vespasiano,Aliado,Vasallo,Héroe
HE - 94/175,Vespasiano,Aliado,Cortesano,Héroe
HE - 18/175 SP,Vespasiano - SP,Aliado,Real SP,Héroe
CR-118,Vidar,Aliado,Héroe,Remake
AG-005-235,Vidar Vengativo,Aliado,Mega Real,Héroe
TR - 80/190 C,Vincent Moulia,Aliado,Cortesano,Naturaleza
GJ - 13/236,Voltan,Aliado,Real,Héroe
HE - 139/175,Warcrie,Aliado,Vasallo,Héroe
HE - 23/175 SP,Warcrie - SP,Aliado,Real SP,Héroe
SPK-01-71,Watson y Holmes,Aliado,Ultra Real,Héroe
IM - 198/238,William Wallace,Aliado,Vasallo,Héroe
RA - 35/260,William Wallace,Aliado,Real,Héroe
ACR-050-225,Xaintrailles,Aliado,Real,Héroe
CR-116,Yennenga,Aliado,Héroe,Reprint
OL-112-240,Yolao,Aliado,Cortesano,Héroe
89,Yolao,Aliado,Cortesano,Héroe
BA - 178/260,Zeno,Aliado,Vasallo,Héroe
EXP-048-146,Zheng He,Aliado,Real,Héroe
AR2 23-80,Zhu Tong,Aliado,Real,Héroe
EX - 65/62,Zobeida,Aliado,Promo,Héroe
